text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,text_transformed,merged_lexicon
wqry;,"Masekhet: 71001, Page: 008, Side: 2, Line: 44, Word: 5",c,verb G,,,,וקרי;,c | verb G
"""lylh"";","Masekhet: 71001, Page: 008, Side: 2, Line: 44, Word: 6",No data,,,,,לילה;,No data
l);,"Masekhet: 71001, Page: 008, Side: 2, Line: 44, Word: 7",a,,,,,לא;,a
"""l(wlM","Masekhet: 71001, Page: 008, Side: 2, Line: 44, Word: 8",No data,,,,,לעולם,No data
"lylh""","Masekhet: 71001, Page: 008, Side: 2, Line: 44, Word: 9",No data,,,,,לילה,No data
hw);,"Masekhet: 71001, Page: 008, Side: 2, Line: 44, Word: 10",P01,,,,,הוא;,P01
wh)y,"Masekhet: 71001, Page: 008, Side: 2, Line: 45, Word: 0",c,P01,,,,והאי,c | P01
dqrw,"Masekhet: 71001, Page: 008, Side: 2, Line: 45, Word: 1",c,verb G,,,,דקרו,c | verb G
lyh,"Masekhet: 71001, Page: 008, Side: 2, Line: 45, Word: 2",p02,,,,,ליה,p02
ymm);,"Masekhet: 71001, Page: 008, Side: 2, Line: 45, Word: 3",N,,,,,יממא;,N
m$wM,"Masekhet: 71001, Page: 008, Side: 2, Line: 45, Word: 4",c,,,,,משום,c
d)yk),"Masekhet: 71001, Page: 008, Side: 2, Line: 45, Word: 5",c,a,,,,דאיכא,c | a
)yn$y,"Masekhet: 71001, Page: 008, Side: 2, Line: 45, Word: 6",noun pl. emphatic,,,,,אינשי,noun pl. emphatic
dqymy,"Masekhet: 71001, Page: 008, Side: 2, Line: 45, Word: 7",c,verb G,,,,דקימי,c | verb G
bhK,"Masekhet: 71001, Page: 008, Side: 2, Line: 45, Word: 8",p02,P01,,,,בהך,p02 | P01
$(t);,"Masekhet: 71001, Page: 008, Side: 2, Line: 45, Word: 9",noun sg. emphatic,,,,,שעתא;,noun sg. emphatic
)yk),"Masekhet: 71001, Page: 008, Side: 2, Line: 46, Word: 0",a,,,,,איכא,a
dmtny,"Masekhet: 71001, Page: 008, Side: 2, Line: 46, Word: 1",c,verb C,,,,דמתני,c | verb C
lyh,"Masekhet: 71001, Page: 008, Side: 2, Line: 46, Word: 2",p,,,,,ליה,p
lh),"Masekhet: 71001, Page: 008, Side: 2, Line: 46, Word: 3",p03,P01,,,,להא,p03 | P01
dr',"Masekhet: 71001, Page: 008, Side: 2, Line: 46, Word: 4",p,,,,,דר',p
)x),"Masekhet: 71001, Page: 008, Side: 2, Line: 46, Word: 5",No data,,,,,אחא,No data
br,"Masekhet: 71001, Page: 008, Side: 2, Line: 46, Word: 6",noun sg. abs. or construct,,,,,בר,noun sg. abs. or construct
xnyn),"Masekhet: 71001, Page: 008, Side: 2, Line: 46, Word: 7",No data,,,,,חנינא,No data
)h);,"Masekhet: 71001, Page: 008, Side: 2, Line: 46, Word: 8",P01,,,,,אהא;,P01
h),"Masekhet: 71001, Page: 008, Side: 2, Line: 48, Word: 0",P01,,,,,הא,P01
gwph,"Masekhet: 71001, Page: 008, Side: 2, Line: 48, Word: 1",noun sg. emphatic,,,,,גופה,noun sg. emphatic
q$y);,"Masekhet: 71001, Page: 008, Side: 2, Line: 48, Word: 2",A01,,,,,קשיא;,A01
)mrt,"Masekhet: 71001, Page: 008, Side: 2, Line: 48, Word: 3",verb G,,,,,אמרת,verb G
)lm),"Masekhet: 71001, Page: 008, Side: 2, Line: 49, Word: 0",a,,,,,אלמא,a
"""qwdM","Masekhet: 71001, Page: 008, Side: 2, Line: 49, Word: 1",No data,,,,,קודם,No data
hnC,"Masekhet: 71001, Page: 008, Side: 2, Line: 49, Word: 2",No data,,,,,הנץ,No data
"hxmh""","Masekhet: 71001, Page: 008, Side: 2, Line: 49, Word: 3",No data,,,,,החמה,No data
ymm),"Masekhet: 71001, Page: 008, Side: 2, Line: 49, Word: 4",N,,,,,יממא,N
hw);,"Masekhet: 71001, Page: 008, Side: 2, Line: 49, Word: 5",P01,,,,,הוא;,P01
whdr,"Masekhet: 71001, Page: 008, Side: 2, Line: 49, Word: 6",c,verb G,,,,והדר,c | verb G
tny,"Masekhet: 71001, Page: 008, Side: 2, Line: 49, Word: 7",verb G,,,,,תני,verb G
..;,"Masekhet: 71001, Page: 008, Side: 2, Line: 49, Word: 8",No data,,,,,;,No data
)lm),"Masekhet: 71001, Page: 008, Side: 2, Line: 49, Word: 9",a,,,,,אלמא,a
"""lylh""","Masekhet: 71001, Page: 008, Side: 2, Line: 49, Word: 10",No data,,,,,לילה,No data
hw);,"Masekhet: 71001, Page: 008, Side: 2, Line: 49, Word: 11",P01,,,,,הוא;,P01
"""l(wlM""","Masekhet: 71001, Page: 009, Side: 1, Line: 01, Word: 0",No data,,,,,לעולם,No data
ymm),"Masekhet: 71001, Page: 009, Side: 1, Line: 01, Word: 1",N,,,,,יממא,N
hw);,"Masekhet: 71001, Page: 009, Side: 1, Line: 01, Word: 2",P01,,,,,הוא;,P01
wh),"Masekhet: 71001, Page: 009, Side: 1, Line: 01, Word: 3",c,I,,,,והא,c | I
dqrw,"Masekhet: 71001, Page: 009, Side: 1, Line: 01, Word: 4",c,verb G,,,,דקרו,c | verb G
lyh,"Masekhet: 71001, Page: 009, Side: 1, Line: 01, Word: 5",p02,,,,,ליה,p02
lyly),"Masekhet: 71001, Page: 009, Side: 1, Line: 01, Word: 6",noun sg. emphatic,,,,,ליליא,noun sg. emphatic
d)yk),"Masekhet: 71001, Page: 009, Side: 1, Line: 02, Word: 0",c,a,,,,דאיכא,c | a
)yn$y,"Masekhet: 71001, Page: 009, Side: 1, Line: 02, Word: 1",noun pl. emphatic,,,,,אינשי,noun pl. emphatic
dgnw,"Masekhet: 71001, Page: 009, Side: 1, Line: 02, Word: 2",c,verb G,,,,דגנו,c | verb G
bhK,"Masekhet: 71001, Page: 009, Side: 1, Line: 02, Word: 3",p02,P01,,,,בהך,p02 | P01
