text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings,word_percentage_yersushalmi,Page,Side,Line
l)rwstw,"Masekhet: 5330033, Page: 17, Side: a, Line: 25, Word: 3",No data,,,,,,,,,לארוסתו,None,No data,,23.98480797695953,17,,25
($ryM,"Masekhet: 5330033, Page: 17, Side: a, Line: 25, Word: 4",No data,,,,,,,,,עשרים,None,No data,,23.98480797695953,17,,25
w)rb(h,"Masekhet: 5330033, Page: 17, Side: a, Line: 25, Word: 5",No data,,,,,,,,,וארבעה,None,No data,,23.98480797695953,17,,25
qrywt,"Masekhet: 5330033, Page: 17, Side: a, Line: 25, Word: 6",No data,,,,,,,,,קריות,None,No data,,23.98480797695953,17,,25
myny,"Masekhet: 5330033, Page: 17, Side: a, Line: 25, Word: 7",No data,,,,,,,,,מיני,None,No data,,23.98480797695953,17,,25
xrt,"Masekhet: 5330033, Page: 17, Side: a, Line: 25, Word: 8",No data,,,,,,,,,חרת,None,No data,,23.98480797695953,17,,25
byN,"Masekhet: 5330033, Page: 17, Side: a, Line: 25, Word: 9",No data,,,,,,,,,בין,None,No data,,23.98480797695953,17,,25
psx,"Masekhet: 5330033, Page: 17, Side: a, Line: 25, Word: 10",No data,,,,,,,,,פסח,None,No data,,23.98480797695953,17,,25
"l(crt""","Masekhet: 5330033, Page: 17, Side: a, Line: 25, Word: 11",No data,,,,,,,,,לעצרת,None,No data,,23.98480797695953,17,,25
wl),"Masekhet: 5330033, Page: 17, Side: a, Line: 26, Word: 0",a01 C,c,,,,"no, not","and, also",,,ולא,w_,a01 (h)aphel | conjunction,"no, not | and, also",5.046413695769412,17,,26
)ytq$y,"Masekhet: 5330033, Page: 17, Side: a, Line: 26, Word: 1",verb Dt,,,,,to harden oneself,to be hardened,to become heavy,to be in travail,איתקשי,q$y,verb ethpaal,to harden oneself | to be hardened | to become heavy | to be in travail,0.11130107514543723,17,,26
lrbnN,"Masekhet: 5330033, Page: 17, Side: a, Line: 26, Word: 2",p03,noun pl. emphatic,,,,chief; teacher,,,,לרבנן,rb,preposition proclitic | noun pl. emphatic,chief; teacher,1.192183681197003,17,,26
)l),"Masekhet: 5330033, Page: 17, Side: a, Line: 26, Word: 3",c,,,,,but rather,,,,אלא,)l),conjunction,but rather,0.3545570331952588,17,,26
mnN,"Masekhet: 5330033, Page: 17, Side: a, Line: 26, Word: 4",p02 C,,,,,from,,,,מנן,mn,preposition with pronominal suffix (h)aphel,from,1.6362405480143658,17,,26
)yyty,"Masekhet: 5330033, Page: 17, Side: a, Line: 26, Word: 5",verb C,,,,,to bring,"to make something achieve, reach (without physical motion)",to endure,idioms,אייתי,)ty,verb (h)aphel,"to bring | to make something achieve, reach (without physical motion) | to endure | idioms",0.7561588507303416,17,,26
zr(,"Masekhet: 5330033, Page: 17, Side: a, Line: 26, Word: 6",noun sg. abs. or construct,,,,,seed,,,,זרע,zr(,noun sg. abs. or construct,seed,0.019506373994561163,17,,26
dkytN,"Masekhet: 5330033, Page: 17, Side: a, Line: 26, Word: 7",p,N,,,,linen; flax,,,,דכיתן,kytn kytn noun sg. abs. or construct,preposition | noun,linen; flax,0.009179470115087606,17,,26
wzytyN,"Masekhet: 5330033, Page: 17, Side: a, Line: 26, Word: 8",c,N,,,,"and, also",olive,,,וזיתין,zyyt zyyt noun pl. absolute,conjunction | noun,"and, also | olive",0.003442301293157852,17,,26
r',"Masekhet: 5330033, Page: 17, Side: a, Line: 26, Word: 9",N,,,,,chief; teacher,,,,ר',rby#2 rby#2 noun sg. abs. or construct,noun,chief; teacher,4.462369909696963,17,,26
pryr),"Masekhet: 5330033, Page: 17, Side: a, Line: 26, Word: 10",PN Personal name,,,,,,,,,פרירא,pryr),proper name Personal name,,0.0011474337643859508,17,,26
